Simple time,City name,Temperature,Wind speed
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:45,New York,19,0.45
2021/07/22 10:46,New York,19,0.45
2021/07/22 10:47,New York,19,0.45
2021/07/22 10:48,New York,19,0.45
2021/07/22 10:49,New York,19,0.45
2021/07/22 10:50,New York,19,0.45
2021/07/22 10:51,New York,19,0.45
2021/07/22 10:52,New York,19,0.45
2021/07/22 10:53,New York,19,0.45
2021/07/22 10:54,New York,19,0.45
2021/07/22 10:55,New York,19,0.45
2021/07/22 10:56,New York,19,0.45
2021/07/22 10:57,New York,19,0.89
