Simple time,City name,Temperature,Wind speed
2021/07/22 08:21,Jerusalem,21,2.24
2021/07/22 08:22,Jerusalem,21,2.24
2021/07/22 08:23,Jerusalem,21,2.24
2021/07/22 08:24,Jerusalem,21,2.24
2021/07/22 08:25,Jerusalem,21,2.24
2021/07/22 08:26,Jerusalem,21,2.24
2021/07/22 08:27,Jerusalem,21,2.24
2021/07/22 08:28,Jerusalem,21,2.24
2021/07/22 08:29,Jerusalem,21,2.24
2021/07/22 08:30,Jerusalem,21,2.24
2021/07/22 08:31,Jerusalem,21,2.24
2021/07/22 08:32,Jerusalem,21,2.24
2021/07/22 08:33,Jerusalem,21,2.24
2021/07/22 08:34,Jerusalem,21,2.24
2021/07/22 08:35,Jerusalem,21,2.68
2021/07/22 08:36,Jerusalem,21,2.68
2021/07/22 08:37,Jerusalem,21,2.68
2021/07/22 08:38,Jerusalem,21,2.68
2021/07/22 08:39,Jerusalem,21,2.68
2021/07/22 08:40,Jerusalem,21,2.68
2021/07/22 08:41,Jerusalem,21,2.68
2021/07/22 08:42,Jerusalem,21,2.68
2021/07/22 08:43,Jerusalem,21,2.68
2021/07/22 08:44,Jerusalem,21,2.68
2021/07/22 08:45,Jerusalem,21,2.68
2021/07/22 08:46,Jerusalem,22,1.79
2021/07/22 08:47,Jerusalem,22,1.79
2021/07/22 08:48,Jerusalem,22,1.79
2021/07/22 08:49,Jerusalem,22,1.79
2021/07/22 08:50,Jerusalem,22,1.79
2021/07/22 08:51,Jerusalem,22,1.79
2021/07/22 08:52,Jerusalem,22,1.79
2021/07/22 08:53,Jerusalem,22,1.79
2021/07/22 08:54,Jerusalem,22,1.79
2021/07/22 08:55,Jerusalem,22,1.79
2021/07/22 08:56,Jerusalem,22,2.68
2021/07/22 08:57,Jerusalem,22,2.68
2021/07/22 08:58,Jerusalem,22,2.68
2021/07/22 08:59,Jerusalem,22,2.68
2021/07/22 09:00,Jerusalem,22,2.68
2021/07/22 09:01,Jerusalem,22,2.68
2021/07/22 09:02,Jerusalem,22,2.68
2021/07/22 09:03,Jerusalem,22,2.68
2021/07/22 09:04,Jerusalem,22,2.68
2021/07/22 09:05,Jerusalem,22,2.68
2021/07/22 09:06,Jerusalem,22,2.68
2021/07/22 09:07,Jerusalem,22,1.79
2021/07/22 09:08,Jerusalem,22,1.79
2021/07/22 09:09,Jerusalem,22,1.79
2021/07/22 09:10,Jerusalem,22,1.79
2021/07/22 09:11,Jerusalem,22,1.79
2021/07/22 09:12,Jerusalem,22,1.79
2021/07/22 09:13,Jerusalem,22,1.79
2021/07/22 09:14,Jerusalem,22,1.79
2021/07/22 09:15,Jerusalem,22,1.79
2021/07/22 09:16,Jerusalem,22,1.79
2021/07/22 09:17,Jerusalem,22,1.79
2021/07/22 09:18,Jerusalem,23,2.24
2021/07/22 09:38,Jerusalem,23,2.24
2021/07/22 09:39,Jerusalem,23,2.24
2021/07/22 09:40,Jerusalem,23,2.24
2021/07/22 09:41,Jerusalem,23,2.24
2021/07/22 09:42,Jerusalem,23,2.24
2021/07/22 09:43,Jerusalem,23,2.24
2021/07/22 09:44,Jerusalem,23,2.24
2021/07/22 09:45,Jerusalem,23,2.24
2021/07/22 09:46,Jerusalem,23,2.24
2021/07/22 09:47,Jerusalem,23,2.24
2021/07/22 09:48,Jerusalem,23,2.24
2021/07/22 09:49,Jerusalem,24,1.34
2021/07/22 09:53,Jerusalem,24,1.34
2021/07/22 09:53,Jerusalem,24,1.34
2021/07/22 09:53,Jerusalem,24,1.34
2021/07/22 09:54,Jerusalem,24,1.34
2021/07/22 09:55,Jerusalem,24,1.34
2021/07/22 09:56,Jerusalem,24,1.34
2021/07/22 09:57,Jerusalem,24,1.34
2021/07/22 09:58,Jerusalem,24,1.34
2021/07/22 09:59,Jerusalem,24,1.34
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:44,Jerusalem,25,1.79
2021/07/22 10:45,Jerusalem,25,1.79
2021/07/22 10:46,Jerusalem,25,1.79
2021/07/22 10:47,Jerusalem,25,1.79
2021/07/22 10:48,Jerusalem,25,1.79
2021/07/22 10:49,Jerusalem,25,1.79
2021/07/22 10:50,Jerusalem,25,1.79
2021/07/22 10:51,Jerusalem,25,1.79
2021/07/22 10:52,Jerusalem,25,1.79
2021/07/22 10:53,Jerusalem,25,1.79
2021/07/22 10:54,Jerusalem,25,1.79
2021/07/22 10:55,Jerusalem,25,1.79
2021/07/22 10:56,Jerusalem,25,1.79
2021/07/22 10:57,Jerusalem,25,2.24
